item_stable_id,key,value,value_type
1666,version-counter,1,2
1665,local-title,Windows_ARPCache.mkape,3
1665,version-counter,1,2
1664,local-title,Windows_nbtstat_NetBIOSCache.mkape,3
1664,version-counter,1,2
1663,local-title,TeraCopy_MainDB.smap,3
1663,version-counter,1,2
1662,local-title,TestFiles_Contacts.smap,3
1662,version-counter,1,2
1661,local-title,SMS_iOS.smap,3
1661,version-counter,1,2
1660,local-title,Photos-iOS.smap,3
1660,version-counter,1,2
1659,local-title,SMS_Android.smap,3
1659,version-counter,1,2
1658,local-title,BatchExampleSysCache.reb,3
1658,version-counter,1,2
1657,local-title,Windows_Dropbox_SFJResources.smap,3
1657,version-counter,1,2
1656,local-title,Windows_Firefox_Bookmarks.smap,3
1656,version-counter,1,2
1655,local-title,Windows_Dropbox_SyncHistory.smap,3
1655,version-counter,1,2
1654,local-title,Windows_FileZilla_Queue.smap,3
1654,version-counter,1,2
1653,local-title,Windows_Firefox_Downloads.smap,3
1653,version-counter,1,2
1652,local-title,Windows_Nessus_Preferences.smap,3
1652,version-counter,1,2
1651,local-title,Windows_GoogleDrive_SyncConfigDB.smap,3
1651,version-counter,1,2
1650,local-title,Windows_GoogleDrive_metadata_sqlite_db.smap,3
1650,version-counter,1,2
1649,local-title,Windows_Notifications_DB.smap,3
1649,version-counter,1,2
1648,local-title,Calls_iOS.smap,3
1648,version-counter,1,2
1647,local-title,Dropbox_Filecache.smap,3
1647,version-counter,1,2
1646,local-title,FirefoxCookies.smap,3
1646,version-counter,1,2
1645,local-title,Contacts.smap,3
1645,version-counter,1,2
1644,local-title,FirefoxFormHistory.smap,3
1644,version-counter,1,2
1643,local-title,Calls_Android.smap,3
1643,version-counter,1,2
1642,local-title,CompoundTargetTemplate.template,3
1642,version-counter,1,2
1641,local-title,Sync_RECmd.mkape,3
1641,version-counter,1,2
1640,local-title,Windows_nbtstat_NetBIOSSessions.mkape,3
1640,version-counter,1,2
1639,local-title,Windows_SystemInfo.mkape,3
1639,version-counter,1,2
1638,local-title,Windows_schtasks.mkape,3
1638,version-counter,1,2
1637,local-title,Windows_RoutingTable.mkape,3
1637,version-counter,1,2
1636,local-title,Windows_netsh_portproxy.mkape,3
1636,version-counter,1,2
1635,local-title,Windows_NetStat.mkape,3
1635,version-counter,1,2
1634,local-title,Windows_Net_Use.mkape,3
1634,version-counter,1,2
1633,local-title,Windows_Net_File.mkape,3
1633,version-counter,1,2
1632,local-title,PowerShell_WMIRepositoryAuditing.mkape,3
1632,version-counter,1,2
1631,local-title,PowerShell_ProcessList_WMI.mkape,3
1631,version-counter,1,2
1630,local-title,PowerShell_Process_Cmdline.mkape,3
1630,version-counter,1,2
1629,local-title,Windows_ManageBDE_BitLockerKeys.mkape,3
1629,version-counter,1,2
1628,local-title,PowerShell_Startup_Commands.mkape,3
1628,version-counter,1,2
1627,local-title,KapeResearch_Registry_Amcache_JSON.mkape,3
1627,version-counter,1,2
1626,local-title,KapeResearch_Registry_VSMIDK_JSON.mkape,3
1626,version-counter,1,2
1625,local-title,KapeResearch_Registry_SYSTEM_JSON.mkape,3
1625,version-counter,1,2
1624,local-title,KapeResearch_Registry_userdiff_JSON.mkape,3
1624,version-counter,1,2
1623,local-title,KapeResearch_Registry_SysCache_JSON.mkape,3
1623,version-counter,1,2
1622,local-title,KapeResearch_Registry_DEFAULT_JSON.mkape,3
1622,version-counter,1,2
1621,local-title,KapeResearch_Registry_ELAM_JSON.mkape,3
1621,version-counter,1,2
1620,local-title,KapeResearch_Registry_COMPONENTS_JSON.mkape,3
1620,version-counter,1,2
1619,local-title,KapeResearch_Registry_BCD-Template_JSON.mkape,3
1619,version-counter,1,2
1618,local-title,KapeResearch_EventLogs_XML.mkape,3
1618,version-counter,1,2
1617,local-title,KapeResearch_Registry_DRIVERS_JSON.mkape,3
1617,version-counter,1,2
1616,local-title,KapeResearch_Registry_BBI_JSON.mkape,3
1616,version-counter,1,2
1615,local-title,SQLECmd_Hunt.mkape,3
1615,version-counter,1,2
1614,local-title,KapeResearch_Registry_SOFTWARE_JSON.mkape,3
1614,version-counter,1,2
1613,local-title,KapeResearch_Registry_NTUSER_JSON.mkape,3
1613,version-counter,1,2
1612,local-title,KapeResearch_Registry_SAM_JSON.mkape,3
1612,version-counter,1,2
1611,local-title,KapeResearch_Registry_SECURITY_JSON.mkape,3
1611,version-counter,1,2
1610,local-title,KapeResearch_Registry_UsrClass_JSON.mkape,3
1610,version-counter,1,2
1609,local-title,SQLECmd.mkape,3
1609,version-counter,1,2
1608,local-title,Emsisoft.tkape,3
1608,version-counter,1,2
1607,local-title,SentinelOne.tkape,3
1607,version-counter,1,2
1606,local-title,AcronisTrueImage.tkape,3
1606,version-counter,1,2
1605,local-title,ESET.tkape,3
1605,version-counter,1,2
1604,local-title,AppData.tkape,3
1604,version-counter,1,2
1603,local-title,DirectoryTraversal_PDFDocuments.tkape,3
1603,version-counter,1,2
1602,local-title,DirectoryTraversal_AudioFiles.tkape,3
1602,version-counter,1,2
1601,local-title,Bitdefender.tkape,3
1601,version-counter,1,2
1600,local-title,Avast.tkape,3
1600,version-counter,1,2
1599,local-title,DirectoryTraversal_ExcelDocuments.tkape,3
1599,version-counter,1,2
1598,local-title,HitmanPro.tkape,3
1598,version-counter,1,2
1597,local-title,Malwarebytes.tkape,3
1597,version-counter,1,2
1596,local-title,AviraAVLogs.tkape,3
1596,version-counter,1,2
1595,local-title,Splashtop.tkape,3
1595,version-counter,1,2
1594,local-title,README.md,3
1594,version-counter,1,2
1593,local-title,AVG.tkape,3
1593,version-counter,1,2
1592,local-title,EFCommander.tkape,3
1592,version-counter,1,2
2064,local-title,TeraCopy.tkape,3
2064,version-counter,1,2
2063,local-title,Sophos.tkape,3
2063,version-counter,1,2
2062,local-title,DirectoryTraversal_SQLiteDatabases.tkape,3
2062,version-counter,1,2
2061,local-title,FSecure.tkape,3
2061,version-counter,1,2
2060,local-title,DirectoryTraversal_WildCardExample.tkape,3
2060,version-counter,1,2
2059,local-title,DirectoryTraversal_VideoFiles.tkape,3
2059,version-counter,1,2
2058,local-title,SecureAge.tkape,3
2058,version-counter,1,2
2057,local-title,OpenSSHServer.tkape,3
2057,version-counter,1,2
2056,local-title,MultiCommander.tkape,3
2056,version-counter,1,2
2055,local-title,pCloudDatabase.tkape,3
2055,version-counter,1,2
2054,local-title,Nessus.tkape,3
2054,version-counter,1,2
2053,local-title,PeaZip.tkape,3
2053,version-counter,1,2
2052,local-title,OpenVPNClient.tkape,3
2052,version-counter,1,2
2051,local-title,OpenSSHClient.tkape,3
2051,version-counter,1,2
2050,local-title,Thunderbird.tkape,3
2050,version-counter,1,2
2049,local-title,DirectoryTraversal_PictureFiles.tkape,3
2049,version-counter,1,2
2048,local-title,DirectoryTraversal_WordDocuments.tkape,3
2048,version-counter,1,2
2047,local-title,LiveUserFiles.tkape,3
2047,version-counter,1,2
2046,local-title,Combofix.tkape,3
2046,version-counter,1,2
2045,local-title,Cybereason.tkape,3
2045,version-counter,1,2
2044,local-title,TrendMicro.tkape,3
2044,version-counter,1,2
2043,local-title,Webroot.tkape,3
2043,version-counter,1,2
2042,local-title,WinDefendDetectionHist.tkape,3
2042,version-counter,1,2
2041,local-title,TotalAV.tkape,3
2041,version-counter,1,2
2040,local-title,1Password.tkape,3
2040,version-counter,1,2
2039,local-title,RogueKiller.tkape,3
2039,version-counter,1,2
2038,local-title,McAfee_ePO.tkape,3
2038,version-counter,1,2
2037,local-title,BoxDrive_Metadata.tkape,3
2037,version-counter,1,2
2036,local-title,ExchangeClientAccess.tkape,3
2036,version-counter,1,2
2035,local-title,FileZillaClient.tkape,3
2035,version-counter,1,2
2034,local-title,Dropbox_Metadata.tkape,3
2034,version-counter,1,2
2033,local-title,AnyDesk.tkape,3
2033,version-counter,1,2
2032,local-title,AteraAgent.tkape,3
2032,version-counter,1,2
2031,local-title,BoxDrive_UserFiles.tkape,3
2031,version-counter,1,2
2030,local-title,IrfanView.tkape,3
2030,version-counter,1,2
2029,local-title,IceChat.tkape,3
2029,version-counter,1,2
2028,local-title,HexChat.tkape,3
2028,version-counter,1,2
2027,local-title,iTunesBackup.tkape,3
2027,version-counter,1,2
2026,local-title,HeidiSQL.tkape,3
2026,version-counter,1,2
2025,local-title,Evernote.tkape,3
2025,version-counter,1,2
2024,local-title,FreeCommander.tkape,3
2024,version-counter,1,2
2023,local-title,McAfee.tkape,3
2023,version-counter,1,2
2022,local-title,SUPERAntiSpyware.tkape,3
2022,version-counter,1,2
2021,local-title,WindowsDefender.tkape,3
2021,version-counter,1,2
2020,local-title,VIPRE.tkape,3
2020,version-counter,1,2
2019,local-title,TreeSize.tkape,3
2019,version-counter,1,2
2018,local-title,OneCommander.tkape,3
2018,version-counter,1,2
2017,local-title,SiemensTIA.tkape,3
2017,version-counter,1,2
2016,local-title,Skype.tkape,3
2016,version-counter,1,2
2015,local-title,Slack.tkape,3
2015,version-counter,1,2
2014,local-title,ShareX.tkape,3
2014,version-counter,1,2
2013,local-title,ScreenConnect.tkape,3
2013,version-counter,1,2
2012,local-title,Signal.tkape,3
2012,version-counter,1,2
2011,local-title,SpeedCommander.tkape,3
2011,version-counter,1,2
2010,local-title,MacriumReflect.tkape,3
2010,version-counter,1,2
2009,local-title,MicrosoftStickyNotes.tkape,3
2009,version-counter,1,2
2008,local-title,Kaseya.tkape,3
2008,version-counter,1,2
2007,local-title,MidnightCommander.tkape,3
2007,version-counter,1,2
2006,local-title,mRemoteNG.tkape,3
2006,version-counter,1,2
2005,local-title,MediaMonkey.tkape,3
2005,version-counter,1,2
2004,local-title,MicrosoftToDo.tkape,3
2004,version-counter,1,2
2003,local-title,SublimeText.tkape,3
2003,version-counter,1,2
2002,local-title,TotalCommander.tkape,3
2002,version-counter,1,2
2001,local-title,LogMeIn.tkape,3
2001,version-counter,1,2
2000,local-title,Telegram.tkape,3
2000,version-counter,1,2
1999,local-title,CiscoJabber.tkape,3
1999,version-counter,1,2
1998,local-title,ConfluenceLogs.tkape,3
1998,version-counter,1,2
1997,local-title,Ammyy.tkape,3
1997,version-counter,1,2
1996,local-title,Fences.tkape,3
1996,version-counter,1,2
1995,local-title,WhatsApp.tkape,3
1995,version-counter,1,2
1994,local-title,WindowsYourPhone.tkape,3
1994,version-counter,1,2
1993,local-title,ProtonVPN.tkape,3
1993,version-counter,1,2
1992,local-title,Snagit.tkape,3
1992,version-counter,1,2
1991,local-title,Radmin.tkape,3
1991,version-counter,1,2
1990,local-title,RemoteUtilities_app.tkape,3
1990,version-counter,1,2
1989,local-title,QFinderPro (QNAP).tkape,3
1989,version-counter,1,2
1988,local-title,Q-Dir.tkape,3
1988,version-counter,1,2
1987,local-title,TeamViewerLogs.tkape,3
1987,version-counter,1,2
1986,local-title,RegistryPlugin.Amcache-InventoryDevicePnp.dll,3
1986,version-counter,1,2
1985,local-title,RegistryPlugin.Amcache-InventoryDriverBinary.dll,3
1985,version-counter,1,2
1984,local-title,RegistryPlugin.Amcache-InventoryDeviceContainer.dll,3
1984,version-counter,1,2
1983,local-title,RegistryPlugin.Amcache-InventoryApplicationShortcut.dll,3
1983,version-counter,1,2
1982,local-title,RegistryPlugin.Amcache-InventoryApplication.dll,3
1982,version-counter,1,2
1981,local-title,JDownloader2.tkape,3
1981,version-counter,1,2
1980,local-title,GoogleDriveBackupSync_UserFiles.tkape,3
1980,version-counter,1,2
1979,local-title,FreeDownloadManager.tkape,3
1979,version-counter,1,2
1978,local-title,FreeFileSync.tkape,3
1978,version-counter,1,2
1977,local-title,GoogleEarth.tkape,3
1977,version-counter,1,2
1976,local-title,VirtualBoxLogs.tkape,3
1976,version-counter,1,2
1975,local-title,WinSCP.tkape,3
1975,version-counter,1,2
1974,local-title,Browsers,3
1974,version-counter,1,2
1973,local-title,VMwareMemory.tkape,3
1973,version-counter,1,2
1972,local-title,XYplorer.tkape,3
1972,version-counter,1,2
1971,local-title,Compound,3
1971,version-counter,1,2
1970,local-title,DoubleCommander.tkape,3
1970,version-counter,1,2
1969,local-title,ExchangeCve-2021-26855.tkape,3
1969,version-counter,1,2
1968,local-title,ExchangeTransport.tkape,3
1968,version-counter,1,2
1967,local-title,Discord.tkape,3
1967,version-counter,1,2
1966,local-title,Dropbox_UserFiles.tkape,3
1966,version-counter,1,2
1965,local-title,FileZillaServer.tkape,3
1965,version-counter,1,2
1964,local-title,ClipboardMaster.tkape,3
1964,version-counter,1,2
1963,local-title,DirectoryOpus.tkape,3
1963,version-counter,1,2
1962,local-title,AsperaConnect.tkape,3
1962,version-counter,1,2
1961,local-title,SugarSync.tkape,3
1961,version-counter,1,2
1960,local-title,Viber.tkape,3
1960,version-counter,1,2
1959,local-title,SumatraPDF.tkape,3
1959,version-counter,1,2
1958,local-title,TablacusExplorer.tkape,3
1958,version-counter,1,2
1957,local-title,SupremoRemoteDesktop.tkape,3
1957,version-counter,1,2
1956,local-title,Ultraviewer.tkape,3
1956,version-counter,1,2
1955,local-title,Mattermost.tkape,3
1955,version-counter,1,2
1954,local-title,OneDrive_Metadata.tkape,3
1954,version-counter,1,2
1953,local-title,MicrosoftOneNote.tkape,3
1953,version-counter,1,2
1952,local-title,Notepad++.tkape,3
1952,version-counter,1,2
1951,local-title,OutlookPSTOST.tkape,3
1951,version-counter,1,2
1950,local-title,MicrosoftTeams.tkape,3
1950,version-counter,1,2
1949,local-title,Zoom.tkape,3
1949,version-counter,1,2
1948,local-title,VLC Media Player.tkape,3
1948,version-counter,1,2
1947,local-title,IRCClients.tkape,3
1947,version-counter,1,2
1946,local-title,!BasicCollection.tkape,3
1946,version-counter,1,2
1945,local-title,VirtualBoxMemory.tkape,3
1945,version-counter,1,2
1944,local-title,ServerTriage.tkape,3
1944,version-counter,1,2
1943,local-title,VMwareInventory.tkape,3
1943,version-counter,1,2
1942,local-title,FileExplorerReplacements.tkape,3
1942,version-counter,1,2
1941,local-title,RecycleBin.tkape,3
1941,version-counter,1,2
1940,local-title,MiniTimelineCollection.tkape,3
1940,version-counter,1,2
1939,local-title,Windows_EventTranscriptDB_DataSampling.smap,3
1939,version-counter,1,2
1938,local-title,FileSystem.tkape,3
1938,version-counter,1,2
1937,local-title,P2PClients.tkape,3
1937,version-counter,1,2
1936,local-title,SOFELK.tkape,3
1936,version-counter,1,2
1935,local-title,RemoteAdmin.tkape,3
1935,version-counter,1,2
1934,local-title,Windows_EventTranscriptDB_NoDataSampling.smap,3
1934,version-counter,1,2
1933,local-title,CombinedLogs.tkape,3
1933,version-counter,1,2
1932,local-title,CloudStorage_OneDriveExplorer.tkape,3
1932,version-counter,1,2
1931,local-title,CloudStorage_Metadata.tkape,3
1931,version-counter,1,2
1930,local-title,!SANS_Triage.tkape,3
1930,version-counter,1,2
1929,local-title,Antivirus.tkape,3
1929,version-counter,1,2
1928,local-title,EvidenceOfExecution.tkape,3
1928,version-counter,1,2
1927,local-title,Exchange.tkape,3
1927,version-counter,1,2
1926,local-title,CloudStorage_All.tkape,3
1926,version-counter,1,2
1925,local-title,FTPClients.tkape,3
1925,version-counter,1,2
1924,local-title,ChromeFileSystem.tkape,3
1924,version-counter,1,2
1923,local-title,USBDetective.tkape,3
1923,version-counter,1,2
1922,local-title,KapeTriage.tkape,3
1922,version-counter,1,2
1921,local-title,MessagingClients.tkape,3
1921,version-counter,1,2
1920,local-title,WebServers.tkape,3
1920,version-counter,1,2
1919,local-title,WebBrowsers.tkape,3
1919,version-counter,1,2
1918,local-title,WSL.tkape,3
1918,version-counter,1,2
2161,local-title,InternetExplorer.tkape,3
2161,version-counter,1,2
2160,local-title,Firefox.tkape,3
2160,version-counter,1,2
2159,local-title,ChromeExtensions.tkape,3
2159,version-counter,1,2
2158,local-title,Edge.tkape,3
2158,version-counter,1,2
2157,local-title,Chrome.tkape,3
2157,version-counter,1,2
2156,local-title,BrowserCache.tkape,3
2156,version-counter,1,2
2155,local-title,BraveBrowser.tkape,3
2155,version-counter,1,2
2154,local-title,SQLiteDatabases.tkape,3
2154,version-counter,1,2
2153,local-title,VMware.tkape,3
2153,version-counter,1,2
2152,local-title,Windows,3
2152,version-counter,1,2
2151,local-title,P2P,3
2151,version-counter,1,2
2150,local-title,Logs,3
2150,version-counter,1,2
2149,local-title,UsenetClients.tkape,3
2149,version-counter,1,2
2148,local-title,EdgeChromium.tkape,3
2148,version-counter,1,2
2147,local-title,TorrentClients.tkape,3
2147,version-counter,1,2
2146,local-title,VirtualBox.tkape,3
2146,version-counter,1,2
2145,local-title,PuffinSecureBrowser.tkape,3
2145,version-counter,1,2
2144,local-title,RegistryHives.tkape,3
2144,version-counter,1,2
2143,local-title,Amcache.tkape,3
2143,version-counter,1,2
2142,local-title,CertUtil.tkape,3
2142,version-counter,1,2
2141,local-title,Opera.tkape,3
2141,version-counter,1,2
2140,local-title,Freenet.tkape,3
2140,version-counter,1,2
2139,local-title,DC++.tkape,3
2139,version-counter,1,2
2138,local-title,NewsbinPro.tkape,3
2138,version-counter,1,2
2137,local-title,uTorrent.tkape,3
2137,version-counter,1,2
2136,local-title,Soulseek.tkape,3
2136,version-counter,1,2
2135,local-title,BCD.tkape,3
2135,version-counter,1,2
2134,local-title,$SDS.tkape,3
2134,version-counter,1,2
2133,local-title,Usenet.tkape,3
2133,version-counter,1,2
2132,local-title,Torrents.tkape,3
2132,version-counter,1,2
2131,local-title,PowerShellConsole.tkape,3
2131,version-counter,1,2
2130,local-title,ApacheAccessLog.tkape,3
2130,version-counter,1,2
2129,local-title,ApplicationEvents.tkape,3
2129,version-counter,1,2
2128,local-title,$T.tkape,3
2128,version-counter,1,2
2127,local-title,EventLogs-RDP.tkape,3
2127,version-counter,1,2
2126,local-title,BITS.tkape,3
2126,version-counter,1,2
2125,local-title,EventLogs.tkape,3
2125,version-counter,1,2
2124,local-title,IISLogFiles.tkape,3
2124,version-counter,1,2
2123,local-title,MSSQLErrorLog.tkape,3
2123,version-counter,1,2
2122,local-title,NGINXLogs.tkape,3
2122,version-counter,1,2
2121,local-title,Gigatribe.tkape,3
2121,version-counter,1,2
2120,local-title,Nicotine++.tkape,3
2120,version-counter,1,2
2119,local-title,ManageEngineLogs.tkape,3
2119,version-counter,1,2
2118,local-title,qBittorrent.tkape,3
2118,version-counter,1,2
2117,local-title,$Boot.tkape,3
2117,version-counter,1,2
2116,local-title,ScheduledTasks.tkape,3
2116,version-counter,1,2
2115,local-title,AssetAdvisorLog.tkape,3
2115,version-counter,1,2
2114,local-title,EncapsulationLogging.tkape,3
2114,version-counter,1,2
2113,local-title,Newsleecher.tkape,3
2113,version-counter,1,2
2112,local-title,GroupPolicy.tkape,3
2112,version-counter,1,2
2111,local-title,$MFT.tkape,3
2111,version-counter,1,2
2110,local-title,RecycleBin_DataFiles.tkape,3
2110,version-counter,1,2
2109,local-title,LNKFilesAndJumpLists.tkape,3
2109,version-counter,1,2
2108,local-title,$MFTMirr.tkape,3
2108,version-counter,1,2
2107,local-title,WER.tkape,3
2107,version-counter,1,2
2106,local-title,Prefetch.tkape,3
2106,version-counter,1,2
2105,local-title,OfficeAutosave.tkape,3
2105,version-counter,1,2
2104,local-title,NZBGet.tkape,3
2104,version-counter,1,2
2103,local-title,BitTorrent.tkape,3
2103,version-counter,1,2
2102,local-title,SABnbzd.tkape,3
2102,version-counter,1,2
2101,local-title,Shareaza.tkape,3
2101,version-counter,1,2
2100,local-title,FrostWire.tkape,3
2100,version-counter,1,2
2099,local-title,SignatureCatalog.tkape,3
2099,version-counter,1,2
2098,local-title,RoamingProfile.tkape,3
2098,version-counter,1,2
2097,local-title,RegistryHivesOther.tkape,3
2097,version-counter,1,2
2096,local-title,RegistryHivesUser.tkape,3
2096,version-counter,1,2
2095,local-title,$LogFile.tkape,3
2095,version-counter,1,2
2094,local-title,EventTraceLogs.tkape,3
2094,version-counter,1,2
2093,local-title,SRUM.tkape,3
2093,version-counter,1,2
2092,local-title,$J.tkape,3
2092,version-counter,1,2
2091,local-title,WSA,3
2091,version-counter,1,2
2090,local-title,WSL,3
2090,version-counter,1,2
2089,local-title,WBEM.tkape,3
2089,version-counter,1,2
2088,local-title,WindowsIndexSearch.tkape,3
2088,version-counter,1,2
2087,local-title,WindowsTimeline.tkape,3
2087,version-counter,1,2
2086,local-title,MOF.tkape,3
2086,version-counter,1,2
2085,local-title,EventTranscriptDB.tkape,3
2085,version-counter,1,2
2084,local-title,LinuxOnWindowsProfileFiles.tkape,3
2084,version-counter,1,2
2083,local-title,MemoryFiles.tkape,3
2083,version-counter,1,2
2082,local-title,OfficeDocumentCache.tkape,3
2082,version-counter,1,2
2081,local-title,LogFiles.tkape,3
2081,version-counter,1,2
2080,local-title,RDPCache.tkape,3
2080,version-counter,1,2
2079,local-title,RecentFileCache.tkape,3
2079,version-counter,1,2
2078,local-title,SDB.tkape,3
2078,version-counter,1,2
2077,local-title,OfficeDiagnostics.tkape,3
2077,version-counter,1,2
2076,local-title,SnipAndSketch.tkape,3
2076,version-counter,1,2
2075,local-title,WindowsOSUpgradeArtifacts.tkape,3
2075,version-counter,1,2
2074,local-title,USBDevicesLogs.tkape,3
2074,version-counter,1,2
2073,local-title,Syscache.tkape,3
2073,version-counter,1,2
2072,local-title,VirtualDisks.tkape,3
2072,version-counter,1,2
2071,local-title,WindowsFirewall.tkape,3
2071,version-counter,1,2
2070,local-title,XPRestorePoints.tkape,3
2070,version-counter,1,2
2069,local-title,WindowsPowerDiagnostics.tkape,3
2069,version-counter,1,2
2068,local-title,WindowsNotificationsDB.tkape,3
2068,version-counter,1,2
2067,local-title,mIRC.tkape,3
2067,version-counter,1,2
2066,local-title,WindowsTelemetryDiagnosticsLegacy.tkape,3
2066,version-counter,1,2
2065,local-title,ThumbCache.tkape,3
2065,version-counter,1,2
2286,local-title,OneDrive_UserFiles.tkape,3
2286,version-counter,1,2
2285,local-title,Ubuntu.tkape,3
2285,version-counter,1,2
2284,local-title,JavaWebCache.tkape,3
2284,version-counter,1,2
2283,local-title,Debian.tkape,3
2283,version-counter,1,2
2282,local-title,Kali.tkape,3
2282,version-counter,1,2
2281,local-title,SUSELinuxEnterpriseServer.tkape,3
2281,version-counter,1,2
2280,local-title,openSUSE.tkape,3
2280,version-counter,1,2
2279,local-title,WindowsSubsystemforAndroid.tkape,3
2279,version-counter,1,2
2278,local-title,AceText.tkape,3
2278,version-counter,1,2
2277,local-title,Symantec_AV_Logs.tkape,3
2277,version-counter,1,2
2276,local-title,4KVideoDownloader.tkape,3
2276,version-counter,1,2
2275,local-title,VirtualBoxConfig.tkape,3
2275,version-counter,1,2
2274,local-title,Everything (VoidTools).tkape,3
2274,version-counter,1,2
2273,local-title,VNCLogs.tkape,3
2273,version-counter,1,2
2272,local-title,GoogleDrive_Metadata.tkape,3
2272,version-counter,1,2
2271,local-title,gkape.settings,3
2271,version-counter,1,2
2270,local-title,SUM.tkape,3
2270,version-counter,1,2
2269,local-title,StartupFolders.tkape,3
2269,version-counter,1,2
2268,local-title,RecycleBin_InfoFiles.tkape,3
2268,version-counter,1,2
2267,local-title,StartupInfo.tkape,3
2267,version-counter,1,2
2266,local-title,RDPLogs.tkape,3
2266,version-counter,1,2
2265,local-title,RegistryHivesSystem.tkape,3
2265,version-counter,1,2
205,local-title,Google Drive.lnk,3
205,version-counter,2,2
202,local-title,Google Slides.lnk,3
202,version-counter,2,2
204,local-title,Google Docs.lnk,3
204,version-counter,2,2
206,local-title,Google Sheets.lnk,3
206,version-counter,2,2
101,folder_queried,1,1
101,local-content-modified-date,1730472029848,2
101,local-title,My Drive,3
101,modified-date,1729966085919,2
101,version-counter,6,2
215,churn-count,0,2
215,content-entry,08d60112333042355172723945306668564f554642464d45744e57433947516d354251326f726446526f545651764b7a526b526e427250511a21314b544d4272445a5331415563797a376358654345714d336b344c734c32367532200a,4
215,drivefs.Zone.Identifier,5b5a6f6e655472616e736665725d0d0a5a6f6e6549643d330d0a,4
215,local-cache-reason,1,2
215,local-content-modified-date,1730472029785,2
215,local-title,nieconove.txt,3
215,version-counter,29,2
215,modified-date,1730575421615,2
2387,local-title,DB.Browser.for.SQLite-v3.13.1-win64.msi,3
2387,version-counter,6,2
2488,local-title,googlebox_metadata,3
2488,version-counter,1,2
