CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2025-01-31 10:52:02.1059010,C:\Windows\prefetch\WIDGETBOARD.EXE-F473AAFD.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WIDGETBOARD.EXE-F473AAFD.pf,8378,FBC684BD1C7FAB5CC6559C601766E7E672ABC6E1,False,2025-01-23 22:23:10.1461456,2025-01-23 22:23:10.1471448,2025-01-31 10:27:37.1406023,00:00:00.0317523
2025-01-31 10:52:02.1488999,C:\Windows\prefetch\WIDGETSERVICE.EXE-8682FA1D.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WIDGETSERVICE.EXE-8682FA1D.pf,14573,ED6E374941BCD3A58E2E82E0AF72EB3290CE740A,False,2025-01-24 08:53:30.5184256,2025-01-31 10:14:06.1530666,2025-01-31 10:27:37.1417259,00:00:00.0329741
2025-01-31 10:52:02.1709749,C:\Windows\prefetch\WINDOWSPACKAGEMANAGERSERVER.E-A777C5CD.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WINDOWSPACKAGEMANAGERSERVER.E-A777C5CD.pf,23617,1928528633D8E1F878A62F1206A4522072BA2291,False,2025-01-25 16:36:49.4414087,2025-01-31 10:18:49.2769418,2025-01-31 10:27:37.1437145,00:00:00.0171028
2025-01-31 10:52:02.1891343,C:\Windows\prefetch\WINDOWSTERMINAL.EXE-7F4EFA62.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WINDOWSTERMINAL.EXE-7F4EFA62.pf,48705,9B25AA33B3504F447E3EA528551FBC197A7331CE,False,2025-01-30 20:37:15.8433202,2025-01-30 20:37:24.3974521,2025-01-31 10:27:37.1457113,00:00:00.0141488
2025-01-31 10:52:02.1981907,C:\Windows\prefetch\WINLOGON.EXE-DEDDC9B6.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WINLOGON.EXE-DEDDC9B6.pf,8059,FC3D5E310A214B7D7E269889C8DEE0616D3E2BFD,False,2025-01-23 22:26:27.8460454,2025-01-30 23:59:57.8170555,2025-01-31 10:27:37.1506449,00:00:00.0060587
2025-01-31 10:52:02.2163760,C:\Windows\prefetch\WINSAT.EXE-C345C80B.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WINSAT.EXE-C345C80B.pf,15839,BF702968FCE8FF29FA0384BFC75B0A917F96203C,False,2025-01-27 14:59:15.1113645,2025-01-30 09:59:42.1471294,2025-01-31 10:27:37.1506449,00:00:00.0151857
2025-01-31 10:52:02.2253743,C:\Windows\prefetch\WLRMDR.EXE-A7C36FDD.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WLRMDR.EXE-A7C36FDD.pf,3475,F19877A95BA8785D4D063D729CE30C9BE696C163,False,2025-01-23 22:22:58.1666221,2025-01-31 10:13:59.0580771,2025-01-31 10:27:37.1516053,00:00:00.0050000
2025-01-31 10:52:02.2363745,C:\Windows\prefetch\WMIADAP.EXE-BB21CD77.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WMIADAP.EXE-BB21CD77.pf,6892,B1B46E076193ABBFD0D43E751B271744EE92FBCB,False,2025-01-23 22:07:59.5162170,2025-01-31 10:17:28.3332249,2025-01-31 10:27:37.1526062,00:00:00.0049999
2025-01-31 10:52:02.2443836,C:\Windows\prefetch\WMIAPSRV.EXE-FC8436DD.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WMIAPSRV.EXE-FC8436DD.pf,5737,FFFB8AB477BAFD8C36F39227BBD2EB7A9D213520,False,2025-01-23 22:24:57.7519280,2025-01-31 10:33:27.5528553,2025-01-31 10:33:27.5528553,00:00:00.0049980
2025-01-31 10:52:02.2604616,C:\Windows\prefetch\WMIPRVSE.EXE-E8B8DD29.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WMIPRVSE.EXE-E8B8DD29.pf,9228,13C5075E18639CC6E0665DB52B7CD2DF2F76E92E,False,2025-01-24 08:58:39.3162702,2025-01-31 10:42:26.3501515,2025-01-31 10:42:26.3501515,00:00:00.0140888
2025-01-31 10:52:02.2694599,C:\Windows\prefetch\WSLINSTALLER.EXE-823D030A.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WSLINSTALLER.EXE-823D030A.pf,5251,CB6EC9B4EF433430351E8311B174DEBEE381FB93,False,2025-01-23 22:23:00.3735381,2025-01-23 22:23:00.3745395,2025-01-31 10:27:37.1546052,00:00:00.0049953
2025-01-31 10:52:02.2854934,C:\Windows\prefetch\WUAPIHOST.EXE-7CB50E29.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WUAPIHOST.EXE-7CB50E29.pf,6408,6908774CF59AB1A5AFA4ACFC300C1551E3FADE2A,False,2025-01-24 10:54:06.0363271,2025-01-30 23:40:25.1508018,2025-01-31 10:27:37.1546052,00:00:00.0140314
2025-01-31 10:52:02.3000480,C:\Windows\prefetch\WUAUCLTCORE.EXE-84257BB2.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\WUAUCLTCORE.EXE-84257BB2.pf,15499,2851CDA5AA08AAF41074303D627413EC987564BE,False,2025-01-24 09:08:12.3576610,2025-01-31 08:57:36.4920311,2025-01-31 10:27:37.1556138,00:00:00.0115382
2025-01-31 10:52:02.3154054,C:\Windows\prefetch\ZFGAMEBROWSER.EXE-3D0EFB46.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\ZFGAMEBROWSER.EXE-3D0EFB46.pf,41206,7D4560D7B1876563460DCD257E74384D692FB443,False,2025-01-26 22:56:16.8530532,2025-01-30 23:34:56.9872648,2025-01-31 10:27:37.1566044,00:00:00.0120056
2025-01-31 10:52:02.3328711,C:\Windows\prefetch\ZFGAMEBROWSER.EXE-3D0EFB47.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\ZFGAMEBROWSER.EXE-3D0EFB47.pf,27149,ABE975449BEEDFD508F5B26CA9099AD50B552257,False,2025-01-26 22:56:10.8243489,2025-01-30 23:35:00.4632589,2025-01-31 10:27:37.1576959,00:00:00.0144587
2025-01-31 10:52:02.3508734,C:\Windows\prefetch\ZFGAMEBROWSER.EXE-3D0EFB48.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\ZFGAMEBROWSER.EXE-3D0EFB48.pf,45187,2F4DB4D77A7F0BB756FD835B5FE443E13E82DCA1,False,2025-01-26 22:56:17.9729703,2025-01-30 23:34:57.4162278,2025-01-31 10:27:37.1586964,00:00:00.0160023
2025-01-31 10:52:02.3689838,C:\Windows\prefetch\ZFGAMEBROWSER.EXE-3D0EFB4E.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows\prefetch\ZFGAMEBROWSER.EXE-3D0EFB4E.pf,20674,2EB2DF2068ED4AF6518A746E5C2F85CCD1F967CF,False,2025-01-26 22:56:18.1724822,2025-01-30 23:34:57.4714685,2025-01-31 10:27:37.1597039,00:00:00.0140962
2025-01-31 10:52:02.3849974,C:\Windows.old\Windows\prefetch\APPLICATIONFRAMEHOST.EXE-8CE9A1EE.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\APPLICATIONFRAMEHOST.EXE-8CE9A1EE.pf,20178,0273DA1824A7088C8309D775D4EF84BCEADDF2E7,False,2025-01-17 08:07:12.3100849,2025-01-23 10:07:27.6279056,2025-01-31 10:28:32.3365455,00:00:00.0110044
2025-01-31 10:52:02.4004303,C:\Windows.old\Windows\prefetch\AUDIODG.EXE-AB22E9A6.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\AUDIODG.EXE-AB22E9A6.pf,8837,DD56386D47315947ACA0F7DB54CA6ED214FDDE1F,False,2025-01-23 15:02:48.5248934,2025-01-23 18:51:01.3199400,2025-01-31 10:28:32.3907257,00:00:00.0124338
2025-01-31 10:52:02.4164264,C:\Windows.old\Windows\prefetch\BACKGROUNDTASKHOST.EXE-6D58042C.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\BACKGROUNDTASKHOST.EXE-6D58042C.pf,23020,6BED25BE0AEDB122075B13C51211DF29B9BADAC9,False,2025-01-23 12:37:52.7546340,2025-01-23 21:55:12.3727599,2025-01-31 10:28:32.4267760,00:00:00.0130003
2025-01-31 10:52:02.4294258,C:\Windows.old\Windows\prefetch\BDEUISRV.EXE-7BC33651.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\BDEUISRV.EXE-7BC33651.pf,3998,D8C406B7BDFF1FC3EEA81AB5B0B3B91F63D3D4F6,False,2025-01-23 18:42:50.2142423,2025-01-23 18:42:50.2142423,2025-01-31 10:28:32.4711423,00:00:00.0110098
2025-01-31 10:52:02.4434487,C:\Windows.old\Windows\prefetch\CALCULATORAPP.EXE-080CFC7E.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CALCULATORAPP.EXE-080CFC7E.pf,41395,F0BD9E58CC27FA3C49E4AC48C37CE556E962BBDB,False,2025-01-14 23:49:18.8542527,2025-01-22 20:43:24.3742656,2025-01-31 10:28:32.4934415,00:00:00.0120212
2025-01-31 10:52:02.4564300,C:\Windows.old\Windows\prefetch\CMD.EXE-0BD30981.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CMD.EXE-0BD30981.pf,2145,B473ED1FB58B1A1CD205C3E38B88B68601CC2B5C,False,2025-01-23 14:34:20.5000270,2025-01-23 21:26:35.1894765,2025-01-31 10:28:32.5359058,00:00:00.0110094
2025-01-31 10:52:02.4764982,C:\Windows.old\Windows\prefetch\CODE.EXE-8913BD86.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CODE.EXE-8913BD86.pf,73017,1C3FC7AE6E712ADA2334D2828E1F5802B17C839F,False,2024-09-30 08:43:34.8611322,2025-01-17 20:53:34.8633842,2025-01-31 10:28:32.5728701,00:00:00.0170103
2025-01-31 10:52:02.5070917,C:\Windows.old\Windows\prefetch\CODESETUP-STABLE-91FBDDDC47BC-DF2EE62B.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CODESETUP-STABLE-91FBDDDC47BC-DF2EE62B.pf,12621,B84ED4CC7051877FA13B05712CB03DDA5B257367,False,2025-01-13 14:38:00.0520370,2025-01-13 14:38:00.0530352,2025-01-31 10:28:32.6175910,00:00:00.0237488
2025-01-31 10:52:02.6197234,C:\Windows.old\Windows\prefetch\CODESETUP-STABLE-FABDB6A30B49-D0D2B757.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CODESETUP-STABLE-FABDB6A30B49-D0D2B757.pf,42780,2B0F7FF30247907F02E04D44AFCF8386D33C278A,False,2025-01-08 11:19:37.1291983,2025-01-08 11:19:37.1301039,2025-01-31 10:28:32.7508486,00:00:00.1077024
2025-01-31 10:52:02.6357282,C:\Windows.old\Windows\prefetch\COMPATTELRUNNER.EXE-B7A68ECC.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\COMPATTELRUNNER.EXE-B7A68ECC.pf,2958,79FD671ECE50E5BE5C4FF8F0A9B990EEB40B480F,False,2025-01-23 12:52:42.5394907,2025-01-23 12:56:24.3993744,2025-01-31 10:28:32.9764298,00:00:00.0149388
2025-01-31 10:52:02.6527334,C:\Windows.old\Windows\prefetch\COMPPKGSRV.EXE-4780F0C1.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\COMPPKGSRV.EXE-4780F0C1.pf,4687,C92EE83B4AE23F751135C6822A934C0F60A71CE2,False,2025-01-23 14:32:34.7545088,2025-01-23 21:55:49.7401473,2025-01-31 10:28:33.0234082,00:00:00.0090873
2025-01-31 10:52:02.6727300,C:\Windows.old\Windows\prefetch\CONHOST.EXE-0C6456FB.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CONHOST.EXE-0C6456FB.pf,6081,A9D6CCB0A558801FF8685C9963BAEF7F8F5DB03F,False,2025-01-16 19:01:59.2160320,2025-01-23 21:59:37.8481505,2025-01-31 10:28:33.0564987,00:00:00.0140317
2025-01-31 10:52:02.7053808,C:\Windows.old\Windows\prefetch\CONSENT.EXE-40419367.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CONSENT.EXE-40419367.pf,69396,916C0EA2E39271E747119E19EE9BB0A321B3DC6D,False,2024-08-02 18:27:16.5920031,2025-01-23 10:56:11.0267973,2025-01-31 10:28:33.0821184,00:00:00.0266421
2025-01-31 10:52:02.7263679,C:\Windows.old\Windows\prefetch\CROSSDEVICESERVICE.EXE-55F3BBD0.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CROSSDEVICESERVICE.EXE-55F3BBD0.pf,31029,E0C993CA3468139486EB613B2ABDC44E5F97F11F,False,2025-01-23 14:36:15.1194510,2025-01-23 21:27:16.1629841,2025-01-31 10:28:33.1073037,00:00:00.0160044
2025-01-31 10:52:02.7373802,C:\Windows.old\Windows\prefetch\CSRSS.EXE-F3C368CB.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CSRSS.EXE-F3C368CB.pf,5219,34AB4D6E41D5865E645E7CA642631621C2D6909C,False,2025-01-23 13:04:33.6926691,2025-01-23 20:15:25.4153870,2025-01-31 10:28:33.1337210,00:00:00.0060125
2025-01-31 10:52:02.7683680,C:\Windows.old\Windows\prefetch\CTFMON.EXE-795F8130.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\CTFMON.EXE-795F8130.pf,8192,12BE1A3B6366266F73B790D29DE49513CF1C3A34,False,2025-01-23 18:42:57.8000597,2025-01-23 21:25:18.3637936,2025-01-31 10:28:33.1581285,00:00:00.0249951
2025-01-31 10:52:02.7873973,C:\Windows.old\Windows\prefetch\DB BROWSER FOR SQLCIPHER.EXE-2F8889EE.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DB BROWSER FOR SQLCIPHER.EXE-2F8889EE.pf,27134,D19074DE91D47833E4795DEB5C02E02E4EE03B9F,False,2025-01-22 22:09:37.3208683,2025-01-22 22:09:37.3218676,2025-01-31 10:28:33.1861282,00:00:00.0150267
2025-01-31 10:52:02.8069275,C:\Windows.old\Windows\prefetch\DB BROWSER FOR SQLITE.EXE-95A1A249.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DB BROWSER FOR SQLITE.EXE-95A1A249.pf,36886,47D327561B941BBF8EF6B3778ED4FF14C53FB5BA,False,2024-11-29 11:35:46.1850494,2025-01-22 22:15:48.5975122,2025-01-31 10:28:33.2138069,00:00:00.0165235
2025-01-31 10:52:02.8298831,C:\Windows.old\Windows\prefetch\DCV2.EXE-9EF27475.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DCV2.EXE-9EF27475.pf,80963,3E38880BFC562787E2DA8B37EF662E3C8CC5B590,False,2024-12-08 21:15:03.2104300,2024-12-19 19:39:35.1556205,2025-01-31 10:28:33.2563696,00:00:00.0184524
2025-01-31 10:52:02.8472189,C:\Windows.old\Windows\prefetch\DCV2.EXE-9FCA7209.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DCV2.EXE-9FCA7209.pf,66905,53500029174CAD7AA86ABC3B1B261FA3EE9C843F,False,2025-01-08 18:56:46.6325650,2025-01-08 18:56:46.6345636,2025-01-31 10:28:33.3094938,00:00:00.0133299
2025-01-31 10:52:02.8632189,C:\Windows.old\Windows\prefetch\DISCORD.EXE-09F5394A.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-09F5394A.pf,66104,020CA3F6BD2E33F4D0FB2F2A49612078275784AF,False,2024-08-30 15:22:31.8279779,2024-09-05 07:04:36.7402757,2025-01-31 10:28:33.3574603,00:00:00.0121145
2025-01-31 10:52:02.8792182,C:\Windows.old\Windows\prefetch\DISCORD.EXE-3930F3D1.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-3930F3D1.pf,74560,B3A29D89E5A4E89DD24B91D79C128F8EE7671507,False,2024-12-03 19:56:35.2483122,2024-12-11 10:22:10.2121043,2025-01-31 10:28:33.3982112,00:00:00.0129985
2025-01-31 10:52:02.8943193,C:\Windows.old\Windows\prefetch\DISCORD.EXE-4499F76F.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-4499F76F.pf,65236,8DF819438428E1341C5EF17F44EC9C49F6D99803,False,2025-01-22 20:07:40.1488926,2025-01-23 14:34:07.2070751,2025-01-31 10:28:33.4404779,00:00:00.0115856
2025-01-31 10:52:02.9072471,C:\Windows.old\Windows\prefetch\DISCORD.EXE-4499F770.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-4499F770.pf,60579,A9CCC49520B5B9AD686BDE8AC3B74F2D243EDF00,False,2025-01-23 14:34:11.2637471,2025-01-23 14:34:17.3603062,2025-01-31 10:28:33.4661289,00:00:00.0109193
2025-01-31 10:52:02.9233089,C:\Windows.old\Windows\prefetch\DISCORD.EXE-4499F771.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-4499F771.pf,28609,0817091876215D11771B9310BE3562FAB1393373,False,2025-01-23 14:34:14.6360418,2025-01-23 14:34:14.6370422,2025-01-31 10:28:33.4901531,00:00:00.0120107
2025-01-31 10:52:02.9305901,C:\Windows.old\Windows\prefetch\DISCORD.EXE-4499F773.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-4499F773.pf,4739,3BD0D9777C7446A5AF15D953583455774DDDC7EE,False,2025-01-23 14:34:14.2827850,2025-01-23 14:34:14.2827850,2025-01-31 10:28:33.5357722,00:00:00.0053503
2025-01-31 10:52:02.9464649,C:\Windows.old\Windows\prefetch\DISCORD.EXE-4499F779.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-4499F779.pf,32362,39B26BAA25AC1FB1F86839B937861FA6BCED5316,False,2025-01-23 14:34:32.4695431,2025-01-23 21:26:44.6962012,2025-01-31 10:28:33.5597718,00:00:00.0129356
2025-01-31 10:52:02.9626039,C:\Windows.old\Windows\prefetch\DISCORD.EXE-4499F77A.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-4499F77A.pf,8470,7EE2F9783DB4AF9099434B875621238C7FF6621F,False,2025-01-23 14:34:14.7848612,2025-01-23 14:34:14.7858619,2025-01-31 10:28:33.6194078,00:00:00.0141353
2025-01-31 10:52:02.9725755,C:\Windows.old\Windows\prefetch\DISCORD.EXE-4499F77B.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-4499F77B.pf,6245,6EC0D2D1AC64057334971A77EE585C59556339CE,False,2025-01-23 14:34:24.4178518,2025-01-23 21:26:38.2420425,2025-01-31 10:28:33.6824512,00:00:00.0079976
2025-01-31 10:52:02.9875842,C:\Windows.old\Windows\prefetch\DISCORD.EXE-4499F77D.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-4499F77D.pf,16995,2E3E8EADFD3B78EF969EE313C37AA784EBD03D7E,False,2025-01-23 14:34:19.7856099,2025-01-23 21:26:34.4554318,2025-01-31 10:28:33.7237489,00:00:00.0120085
2025-01-31 10:52:03.0032884,C:\Windows.old\Windows\prefetch\DISCORD.EXE-906D1F16.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-906D1F16.pf,77566,1C8A4D2BA97AC3BDED7F7B1E677FB88A53221252,False,2024-12-12 20:19:43.5741361,2024-12-17 21:19:44.1098392,2025-01-31 10:28:33.7709082,00:00:00.0137023
2025-01-31 10:52:03.0222994,C:\Windows.old\Windows\prefetch\DISCORD.EXE-E7A94A5B.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISCORD.EXE-E7A94A5B.pf,72984,5375776764639BB71E564CFD9245AA6889321098,False,2024-12-19 18:53:45.4508761,2025-01-07 11:28:31.2004067,2025-01-31 10:28:33.8047893,00:00:00.0150101
2025-01-31 10:52:03.0296403,C:\Windows.old\Windows\prefetch\DISMHOST.EXE-9ED88D89.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DISMHOST.EXE-9ED88D89.pf,5360,E41F04204C26E2B0864BC92F7471A38211DA4CFE,False,2025-01-23 21:59:39.6586668,2025-01-23 21:59:40.5554534,2025-01-31 10:28:33.8350273,00:00:00.0043470
2025-01-31 10:52:03.0436946,C:\Windows.old\Windows\prefetch\DLLHOST.EXE-236AEA34.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DLLHOST.EXE-236AEA34.pf,4032,7F4AA6B00BFF1CDCA108DE1585D869AB0E8CFD79,False,2025-01-23 16:40:23.6504283,2025-01-23 16:40:23.6529638,2025-01-31 10:28:33.8500322,00:00:00.0130562
2025-01-31 10:52:03.0536885,C:\Windows.old\Windows\prefetch\DLLHOST.EXE-51C0C0B8.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DLLHOST.EXE-51C0C0B8.pf,7724,FF22006F18F267ADDF3BD082C99927609ABA8115,False,2024-10-24 07:57:16.6826643,2025-01-23 10:07:24.8769505,2025-01-31 10:28:33.8655529,00:00:00.0060082
2025-01-31 10:52:03.0636879,C:\Windows.old\Windows\prefetch\DLLHOST.EXE-6F625E57.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DLLHOST.EXE-6F625E57.pf,3638,67C3AEFA5027C730FB66BCA5B5E9F092609EBB79,False,2025-01-23 14:32:29.2039240,2025-01-23 21:26:14.1915083,2025-01-31 10:28:33.8814557,00:00:00.0059977
2025-01-31 10:52:03.0907097,C:\Windows.old\Windows\prefetch\DLLHOST.EXE-742E0212.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DLLHOST.EXE-742E0212.pf,10636,750362B4DFB99BF74757F688800B0A179C69425B,False,2025-01-23 14:32:05.2830781,2025-01-23 14:32:05.2840858,2025-01-31 10:28:33.8943738,00:00:00.0240265
2025-01-31 10:52:03.1128323,C:\Windows.old\Windows\prefetch\DLLHOST.EXE-7D5CE0CA.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DLLHOST.EXE-7D5CE0CA.pf,3667,A42A8839C2010C84C413DA5BA82593669E4A9BE4,False,2025-01-23 14:32:08.8607875,2025-01-23 21:58:00.0783861,2025-01-31 10:28:33.9150928,00:00:00.0202248
2025-01-31 10:52:03.1254481,C:\Windows.old\Windows\prefetch\DLLHOST.EXE-C43E6DD3.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DLLHOST.EXE-C43E6DD3.pf,6194,4477A03D9EBB68CF26241A41EE183A26B76C3B3D,False,2025-01-23 14:38:52.3162355,2025-01-23 21:58:03.2778646,2025-01-31 10:28:33.9315628,00:00:00.0096675
2025-01-31 10:52:03.1444348,C:\Windows.old\Windows\prefetch\DLLHOST.EXE-F7FC6593.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DLLHOST.EXE-F7FC6593.pf,4295,6B2AF2EECC6C10A5CF0CAC016C9C71FA4D153FA7,False,2025-01-23 14:32:37.3894117,2025-01-23 21:25:38.8275105,2025-01-31 10:28:33.9523257,00:00:00.0149539
2025-01-31 10:52:03.1624376,C:\Windows.old\Windows\prefetch\DWM.EXE-314E93C5.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\DWM.EXE-314E93C5.pf,22692,5F3F342CC9CA1F688E544A8CB8AB89FF0BC1438D,False,2025-01-23 13:04:33.8574703,2025-01-23 20:15:26.2364852,2025-01-31 10:28:33.9697144,00:00:00.0160052
2025-01-31 10:52:03.1708129,C:\Windows.old\Windows\prefetch\ELEVATION_SERVICE.EXE-C6B45366.pf,C:\Users\sami\PycharmProjects\forenzna_analyza_cloud_aplikacii\exPrefetch\C\Windows.old\Windows\prefetch\ELEVATION_SERVICE.EXE-C6B45366.pf,5007,325EC0C7C633C0A6DAFCA5781AFA8B85039E5829,False,2025-01-23 14:35:04.4048773,2025-01-23 14:35:07.6881808,2025-01-31 10:28:34.0017665,00:00:00.0043712
